Name of Institution,Street Address,City,ZIP Code,County,Georeference
"NBT Bank, National Association",49 State Route 296,Windham,12496,Greene,POINT (-74.23058 42.30521)
"NBT Bank, National Association",331 Main Street,Johnson City,13790,Broome,POINT (-75.95929 42.11605)
"NBT Bank, National Association",12 Fremont Street,Gloversville,12078,Fulton,POINT (-74.3436 43.05197)
"NBT Bank, National Association",703 Troy-Schenectday Road,Latham,12110,Albany,POINT (-73.77655 42.75681)
"NBT Bank, National Association",425 Columbia Turnpike,Rennselear,12144,Rensselaer,POINT (-73.72002 42.60618)
"NBT Bank, National Association",110 Main Street,South Glens Falls,12803,Warren,POINT (-73.6364 43.30001)
"NBT Bank, National Association",199 Second Avenue Extension,Gloversville,12078,Fulton,POINT (-74.3223 43.05672)
"NBT Bank, National Association",2483 MAIN STREET,LAKE PLACID,12946,Essex,POINT (-73.98528 44.28871)
"NBT Bank, National Association",State Route 86,Wilmington,12997,Essex,
"NBT Bank, National Association",One Kirkland Avenue,Clinton,13323,Oneida,POINT (-75.37852 43.04992)
"NBT Bank, National Association",63 Oak Street,Deposit,13754,Broome,POINT (-75.41398 42.05514)
"NBT Bank, National Association",3392 State Route 11,Malone,12953,Franklin,POINT (-74.31242 44.84794)
"NBT Bank, National Association","106 Hannaford Plaza, Route 30",Amsterdam,12010,Montogomery,POINT (-74.18651 42.96715)
"NBT Bank, National Association",3273 Seneca Turnpike,Canastota,13032,Madison,POINT (-75.75994 43.06871)
"NBT Bank, National Association",14 East Main Street,Marathon,13803,Cortland,POINT (-76.03402 42.44056)
"NBT Bank, National Association",9556 Brewerton,Brewerton,13029,Onondaga,POINT (-76.13921 43.23219)
"NBT Bank, National Association",5390 West Genesee Street,Camillus,13031,Onondaga,POINT (-76.27485 43.04106)
"NBT Bank, National Association",120 Madison Street,Syracuse,13202,Onondaga,POINT (-76.14912 43.04548)
"NBT Bank, National Association",299 Main Street,Middleburgh,12122,Schoharie,POINT (-74.334 42.59778)
"NBT Bank, National Association",118 Genesee Street,Oneida,13421,Madison,POINT (-75.64357 43.07965)
"NBT Bank, National Association",156 Robinson Street,Binghamton,13904,Broome,POINT (-75.88976 42.10751)
"NBT Bank, National Association",8250 Manilus-Cazenovia Road,Manilus,13104,Onondaga,POINT (-75.9563 42.99109)
"NBT Bank, National Association",6563 Weighlock Drive,East Syracuse,13057,Onondaga,POINT (-76.07989 43.08773)
"NBT Bank, National Association",4879 North Jefferson Street,Pulaski,13142,Sullivan,POINT (-76.12691 43.56773)
"NBT Bank, National Association","433 State Street, Suite 130",Schenectady,12305,Schenectady,POINT (-73.94177 42.81379)
"NBT Bank, National Association",160 Main Street,Oneida,13421,Madison,POINT (-75.65163 43.09457)
"NBT Bank, National Association",6930 East Genesee Street,Fayetteville,13066,Onondaga,POINT (-76.04334 43.0277)
"NBT Bank, National Association",819 Bennie Road,Cortland,13045,Cortland,POINT (-76.21865 42.57021)
"NBT Bank, National Association",700 North Main Street,Syracuse,13212,Onondaga,POINT (-76.12674 43.14355)
"NBT Bank, National Association",242 Quaker Road,Queensbury,12803,Warren,POINT (-73.65166 43.33222)
"NBT Bank, National Association",1125 Groton Avenue,Cortland,13045,Cortland,
"NBT Bank, National Association",40 Utica Street,Hamilton,13346,Madison,POINT (-75.54645 42.82789)
"NBT Bank, National Association",101 Marshall Street,Syracuse,13210,Onondaga,POINT (-76.1365 43.04163)
"NBT Bank, National Association",5789 Route 80,Tully,13159,Onondaga,POINT (-76.11877 42.799)
"NBT Bank, National Association",1930 State Route 3,Fulton,13069,Oswego,POINT (-76.43698 43.31888)
"NBT Bank, National Association",30 West Utica Street,Oswego,13126,Oswego,POINT (-76.5117 43.45174)
"NBT Bank, National Association",1001 James Street,Syracuse,13203,Onondaga,POINT (-76.13496 43.0597)
"NBT Bank, National Association",86 Glen Street,Glens Falls,12801,Warren,POINT (-73.64297 43.30845)
"NBT Bank, National Association",65 Main Street,Cortland,13045,Cortland,POINT (-76.18037 42.59907)
"NBT Bank, National Association",161 State Route 104,Oswego,13126,Oswego,POINT (-76.48374 43.46143)
"NBT Bank, National Association",11567 State Route 32,Greenville,12083,Greene,POINT (-74.01717 42.42799)
"NBT Bank, National Association",628 Sherrill Road,Sherill,13461,Oneida,POINT (-75.60242 43.06852)
"NBT Bank, National Association",8260 Willett Parkway,Baldwinsville,13027,Onondaga,POINT (-76.3002 43.16812)
"NBT Bank, National Association",108 Second Street,Deposit,13754,Delaware,POINT (-75.42486 42.06201)
"NBT Bank, National Association",270 Genesee Street,Utica,13502,Oneida,POINT (-75.23625 43.09895)
"NBT Bank, National Association","300 South State Street, Floor 1",Syracuse,13202,Onondaga,POINT (-76.14744 43.04826)
"NBT Bank, National Association",2743 Route 26,Cincinnatus,13040,Cortland,POINT (-75.90229 42.53983)
"NBT Bank, National Association",107 Onieda Street,Oneonta,13820,Otsego,POINT (-75.10412 42.44851)
"NBT Bank, National Association",1050 Madison Market Place,Hamilton,13346,Madison,POINT (-75.55303 42.84295)
"NBT Bank, National Association",2800 Ford Street Extension,Ogdensburg,13669,St. Lawrence,POINT (-75.46035 44.70651)
"NBT Bank, National Association",6554 State Hwy 56,Potsdam,13676,St. Lawrence,POINT (-74.98702 44.68566)
"NBT Bank, National Association",30-32 Broad Street,Morris,13808,Delaware,POINT (-75.23964 42.54627)
"NBT Bank, National Association",80 South Chenango Street,Greene,13778,Chenango,POINT (-75.77592 42.32391)
"NBT Bank, National Association",723 Main Street,Margaretville,12455,Delaware,POINT (-74.64919 42.148)
"NBT Bank, National Association",2 North Main Street,Newark Valley,13811,Tioga,POINT (-76.18381 42.22382)
"NBT Bank, National Association",52 South Broad Street,Norwich,13815,Chenango,POINT (-75.52359 42.52881)
"NBT Bank, National Association",Corner State Route 12 & County Route 320,Norwich,13815,Chenango,POINT (-75.51909 42.5552)
"NBT Bank, National Association",13 Division Street,Sidney,13838,Delaware,POINT (-75.39271 42.31426)
"NBT Bank, National Association",30 North Main Street,Sherburne,13460,Chenango,POINT (-75.49942 42.67946)
"NBT Bank, National Association",182 Main Street,Afton,13730,Chenango,POINT (-75.52604 42.22828)
"NBT Bank, National Association",83 Margaret Street,Plattsburgh,12901,Clinton,POINT (-73.45292 44.69755)
"NBT Bank, National Association",5582 State Highway Route 7,Oneonta,13820,Otsego,POINT (-75.01771 42.46083)
"NBT Bank, National Association",9 North Main Street,Bainbridge,13733,Chenango,POINT (-75.4792 42.2937)
"NBT Bank, National Association",2647 Main Street,Maine,13802,Broome,POINT (-76.05857 42.19802)
"NBT Bank, National Association",853 Black River Boulevard,Rome,13440,Oneida,POINT (-75.44735 43.22048)
"NBT Bank, National Association",1256 Front Street,Binghamton,13901,Broome,POINT (-75.89614 42.15688)
"NBT Bank, National Association",60814 State Road 30,Grand Gorge,12430,Ulster,POINT (-74.49418 42.36245)
"NBT Bank, National Association",1148 Erie Boulevard,Rome,13440,Oneida,POINT (-75.48492 43.22437)
"NBT Bank, National Association",733 State Highway 28,Oneonta,13820,Otsego,POINT (-75.05461 42.44682)
"NBT Bank, National Association",80 Wolf Road,Albany,12205,Albany,POINT (-73.81347 42.7151)
"NBT Bank, National Association",3121 Vestal Parkway East,Vestal,13850,Broome,POINT (-76.00185 42.09581)
"NBT Bank, National Association",1310 North Street,Endicott,13760,Broome,POINT (-76.04765 42.10489)
"NBT Bank, National Association",54 State Street,Albany,12207,Albany,POINT (-73.75157 42.64919)
"NBT Bank, National Association",5 Dover Village Plaza,Dover,12522,Dutchess,POINT (-73.57976 41.73418)
"NBT Bank, National Association",5632 State Highway 12,Norwich,13815,Chenango,POINT (-75.52301 42.51415)
Nassau Financial Federal Credit Union,2995 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.6394 40.63814)
Nassau Financial Federal Credit Union,875 Jerusalem Avenue,Uniondale,11553,Nassau,POINT (-73.58212 40.7006)
Nassau Financial Federal Credit Union,One Education Drive,Garden City,11530,Nassau,POINT (-73.59246 40.72996)
Nassau Financial Federal Credit Union,865 Merrick Avenue,Westbury,11590,Nassau,POINT (-73.58744 40.74501)
Nassau Financial Federal Credit Union,2295 Hempstead Turnpike,East Meadow,11554,Nassau,POINT (-73.55042 40.72554)
Nassau Financial Federal Credit Union,1325 Franklin Avenue Plaza,Garden City,11530,Nassau,POINT (-73.63741 40.73423)
National Bank of Coxsackie,1 North Washington Street,Athens,12015,Greene,POINT (-73.80877 42.26025)
National Bank of Coxsackie,4507 State Route 30,Middleburgh,12122,Schoharie,POINT (-74.33766 42.61314)
National Bank of Coxsackie,76 Main Street,Cairo,12413,Albany,POINT (-73.98425 42.29165)
National Bank of Coxsackie,331 Route 9W,Glenmont,12077,Albany,POINT (-73.79109 42.60711)
National Bank of Coxsackie,Faith Plaza Route 9W,Ravena,12143,Albany,POINT (-73.81635 42.46717)
National Bank of Coxsackie,Route 327 81,Greenville,12083,Albany,POINT (-73.97213 42.43932)
National Bank of Coxsackie,Routes 9W and 385 and 81,West Coxsackie,12051,Albany,POINT (-73.88415 42.37163)
Nestegg Federal Credit Union,100 Manhattanville Road,Purchase,10577,Westchester,POINT (-73.71553 41.02644)
New York Commercial Bank,350 Motor Parkway,Hauppauge,11788,Suffolk,POINT (-73.24598 40.80795)
New York Commercial Bank,One Manor House Square,Yonkers,10701,Westchester,POINT (-73.89839 40.93535)
New York Commercial Bank,900 Merchants Concourse,Westbury,11590,Nassau,POINT (-73.59222 40.744688)
New York Community Bank,2111 Merrick Avenue,Merrick,11566,Nassau,POINT (-73.55288 40.66609)
New York Community Bank,107-40 Queens Boulevard,Forest Hills,11375,Queens,POINT (-73.84486 40.72154)
New York Community Bank,2 Muttontown Road,Syosset,11791,Nassau,POINT (-73.50132 40.82646)
New York Community Bank,36-10 Broadway,Astoria,11106,Queens,POINT (-73.92092 40.75987)
New York Community Bank,8110-8112 5th Avenue,Brooklyn,11209,Kings,POINT (-74.02454 40.62484)
New York Community Bank,3681 East Tremont Avenue,Bronx,10465,Bronx,POINT (-73.82281 40.82721)
New York Community Bank,160 South Main Street,Freeport,11520,Nassau,POINT (-73.57847 40.65323)
New York Community Bank,653 Montauk Highway,West Babylon,11704,Suffolk,POINT (-73.34601 40.6861)
New York Community Bank,66-77 Fresh Pond Road,Ridgewood,11385,Kings,POINT (-73.89698 40.70662)
New York Community Bank,1400 Old Northern Boulevard,Roslyn,11576,Nassau,POINT (-73.64746 40.80101)
New York Community Bank,411 Jericho Turnpike,Mineola,11501,Nassau,POINT (-73.65149 40.74535)
New York Community Bank,1759 Central Park Avenue,Yonkers,10710,Westchester,POINT (-73.84241 40.95948)
New York Community Bank,2320 Central Park Avenue,Yonkers,10710,Westchester,POINT (-73.82949 40.97756)
New York Community Bank,780 Palisade Avenue,Yonkers,10703,Westchester,POINT (-73.8852 40.96047)
New York Community Bank,One Manor House Square,Yonkers,10701,Westchester,POINT (-73.89839 40.93535)
New York Community Bank,936 Third Avenue,New York,10022,New York,POINT (-73.9679 40.75974)
New York Community Bank,116-13 Liberty Avenue,South Richmond Hill,11419,Queens,POINT (-73.82631 40.68583)
New York Community Bank,265 North Broadway,Hicksville,11801,Nassau,POINT (-73.52946 40.7775)
New York Community Bank,3425 Veterans Memorial Highway,Ronkonkoma,11779,Suffolk,POINT (-73.12501 40.78735)
New York Community Bank,400 West Main Street,Babylon,11702,Suffolk,POINT (-73.3349 40.69203)
New York Community Bank,50 Route 111,Smithtown,11787,Suffolk,POINT (-73.188074694 40.853159079)
New York Community Bank,57-32 Myrtle Avenue,Ridgewood,11385,Queens,POINT (-73.90241 40.70049)
New York Community Bank,610 Broadhollow Road,Melville,11747,Suffolk,POINT (-73.42359 40.7595)
New York Community Bank,86-22 Bay Parkway,Brooklyn,11214,Kings,POINT (-74.03342 40.63281)
New York Community Bank,950 Montauk Highway,Shirley,11967,Suffolk,POINT (-72.86199 40.80181)
New York Community Bank,97-77 Queens Boulevard,Rego Park,11374,Queens,POINT (-73.85868 40.729)
New York Community Bank,4419-21 13th Avenue,Brooklyn,11219,Kings,POINT (-73.98964 40.6374)
New York Community Bank,194-03 Northern Boulevard,Flushing,11358,Queens,POINT (-73.78712 40.75793)
New York Community Bank,2267 Bellmore Avenue,Bellmore,11710,Nassau,POINT (-73.52345 40.66901)
New York Community Bank,900 Merchants Concourse,Westbury,11590,Nassau,POINT (-73.59222 40.744688)
New York Community Bank,133-11 20th Avenue,College Point,11356,Queens,POINT (-73.83569 40.78293)
New York Community Bank,1601 Veterans Highway,Islandia,11749,Suffolk,POINT (-73.18276 40.80782)
New York Community Bank,1268 Broadway,Brooklyn,11221,Kings,POINT (-73.92487 40.6911)
New York Community Bank,100 Duffy Avenue,Hicksville,11801,Nassau,POINT (-73.528633515 40.766514633)
New York Community Bank,4246 Broadway,New York,10033,New York,POINT (-73.93613 40.84976)
New York Community Bank,110 Merrick Road,Amityville,11701,Suffolk,POINT (-73.41813 40.67134)
New York Community Bank,"40 Station Drive, Building A",Wyandanch,11798,Suffolk,POINT (-73.3588 40.75567)
New York Community Bank,2875 Veterans Road West,Staten Island,10309,Richmond,POINT (-74.23007 40.52721)
New York Community Bank,31-42 Steinway Street,Astoria,11103,Queens,POINT (-73.91809 40.76045)
New York Community Bank,156-10 Northern Boulevard,Flushing,11354,Queens,POINT (-73.8085 40.7639)
New York Community Bank,61-49 188 Street,Fresh Meadows,11365,Queens,POINT (-73.78618 40.73992)
New York Community Bank,15-01 College Point Boulevard,College Point,11356,Queens,POINT (-73.84582 40.78405)
New York Community Bank,251-31 Northern Boulevard,Little Neck,11362,Queens,POINT (-73.73649 40.76984)
New York Community Bank,75-44 Main Street,Kew Gardens,11367,Queens,POINT (-73.81985 40.72286)
New York Community Bank,1092 Old Country Road,Plainview,11803,Nassau,POINT (-73.46884 40.77674)
New York Community Bank,76-02 Northern Boulevard,Jackson Heights,11372,Queens,POINT (-73.89019 40.75472)
New York Community Bank,60-10 Queens Boulevard,Woodside,11377,Queens,POINT (-73.90372 40.74123)
New York Community Bank,111-01 Merrick Road,Amityville,11701,Suffolk,POINT (-73.41771 40.67127)
New York Community Bank,1214 Castleton Avenue,Staten Island,10310,Richmond,POINT (-74.12287 40.63409)
New York Community Bank,282 Port Richmond Avenue,Staten Island,10302,Richmond,POINT (-74.1356 40.63475)
New York Community Bank,832 Jewett Avenue,Staten Island,10314,Richmond,POINT (-74.13111 40.61632)
New York Community Bank,5770 Hylan Boulevard,Staten Island,10309,Richmond,POINT (-74.19748 40.51906)
New York Community Bank,1785 Victory Boulevard,Staten Island,10314,Richmond,POINT (-74.12288 40.61305)
New York Community Bank,136-65 Roosevelt Avenue,Flushing,11354,Queens,POINT (-73.82769 40.76018)
New York Community Bank,37-97 103rd Street,Corona,11368,Queens,POINT (-73.86316 40.7508)
New York Community Bank,224-04 UNION TURNPIKE,BAYSIDE,11364,Queens,POINT (-73.7462 40.7358)
New York Community Bank,1280 Union Turnpike,New Hyde Park,11040,Nassau,POINT (-73.6986 40.75322)
New York Community Bank,509 Old Country Road,Plainview,11803,Nassau,POINT (-73.50035 40.76971)
New York Community Bank,556-02 North Country Road,Saint James,11780,Suffolk,POINT (-73.1547 40.88802)
New York Community Bank,167 Shore Road,Port Washington,11050,Nassau,POINT (-73.70755 40.84292)
New York Community Bank,2225 Jericho Turnpike,Commack,11725,Suffolk,POINT (-73.29088 40.84289)
New York Community Bank,29-10 Ditmars Boulevard,Astoria,11105,Queens,POINT (-73.91138 40.77662)
New York Community Bank,51-13 108th Street,Corona Heights,11368,Queens,POINT (-73.85505 40.74349)
New York Community Bank,41-60 Main Street.,Flushing,11355,Queens,POINT (-73.82867 40.7563)
New York Community Bank,75 North Central Avenue,Valley Stream,11580,Nassau,POINT (-73.70808 40.66957)
New York Community Bank,3879 Amboy Road,Staten Island,10308,Richmond,POINT (-74.14793 40.55185)
New York Community Bank,820 Annadale Road,Staten Island,10312,Richmond,POINT (-74.17743 40.54178)
New York Community Bank,1460 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.1591 40.61306)
New York Community Bank,1833 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.09472 40.58468)
New York Community Bank,2555 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.16772 40.58516)
New York Community Bank,645-100 Rossville Avenue,Staten Island,10309,Richmond,POINT (-74.20826 40.54258)
New York Community Bank,4523 Amboy Road,Staten Island,10312,Richmond,POINT (-74.16439 40.54318)
New York Community Bank,1100 Hylan Boulevard,Staten Island,10305,New York,POINT (-74.07898 40.59851)
New York Community Bank,132 Avenue U,Brooklyn,11223,Kings,POINT (-73.97957 40.5963)
New York Community Bank,1445 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.15718 40.61183)
New York Community Bank,1270 Clove Road,Staten Island,10301,Richmond,POINT (-74.10334 40.61584)
New York Community Bank,2595 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.11193 40.56841)
New York Community Bank,405 Park Avenue,New York,10022,New York,POINT (-73.97191 40.75984)
New York Community Bank,8010 5th Avenue,Brooklyn,11209,Kings,POINT (-74.02426 40.62555)
New York Community Bank,15 Maiden Lane,New York,10038,New York,POINT (-74.00918 40.70933)
New York Community Bank,6199 Sunrise Highway,Massapequa,11758,Nassau,POINT (-73.42958 40.68293)
New York Community Bank,333 Central Avenue,Lawrence,11559,Nassau,POINT (-73.72992 40.61728)
New York Community Bank,50 Hempstead Turnpike,West Hempstead,11552,Nassau,POINT (-73.64007 40.70522)
New York Community Bank,2641 Merrick Road,Bellmore,11710,Nassau,POINT (-73.52839 40.66329)
New York Community Bank,8081 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.47304 40.81552)
New York Community Bank,580 Larkfield Road,East Northport,11731,Suffolk,POINT (-73.31919 40.85725)
New York Community Bank,14 Conklin Street,Farmingdale,11735,Nassau,POINT (-73.45503 40.73115)
New York Community Bank,3140 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.64069 40.63528)
New York Community Bank,719 Smithtown By-Pass,Smithtown,11787,Suffolk,POINT (-73.16724 40.84825)
New York Community Bank,1114 Jericho Turnpike,New Hyde Park,11040,Nassau,POINT (-73.68385 40.73282)
New York Community Bank,4848 Merrick Road,Massapequa Park,11762,Nassau,POINT (-73.455 40.66615)
New York Community Bank,1501 Deer Park Avenue,North Babylon,11703,Suffolk,POINT (-73.32412 40.74955)
New York Community Bank,156-02 Cross Bay Boulevard,Howard Beach,11414,Queens,POINT (-73.84112 40.66389)
New York Community Bank,254-09 Horace Harding Expressway,Deepdale,11362,Queens,POINT (-73.72623 40.76405)
New York Community Bank,108-110 Seventh Street,Garden City,11530,Nassau,POINT (-73.63679 40.72444)
New York Community Bank,247-53 Jamaica Avenue,Bellerose,11426,Queens,POINT (-73.71934 40.72581)
New York Community Bank,1280 Broadway,Hewlett,11557,Nassau,POINT (-73.7015 40.63814)
New York Community Bank,2925 Avenue U,Brooklyn,11229,Kings,POINT (-73.94215 40.6004)
New York Community Bank,130 East Main Street,Bay Shore,11706,Suffolk,POINT (-73.24438 40.72384)
New York Community Bank,156-39 Cross Bay Boulevard,Howard Beach,11414,Queens,POINT (-73.84072 40.66301)
New York Community Bank,693 Jericho Turnpike,Huntington Station,11746,Suffolk,POINT (-73.38511 40.83472)
New York Community Bank,1900 Hempstead Turnpike,East Meadow,11554,Nassau,POINT (-73.56619 40.72363)
New York Community Bank,41-11 Bell Boulevard,Bayside,11361,Queens,POINT (-73.77078 40.76324)
New York Community Bank,30-75 Steinway Street,Astoria,11103,Queens,POINT (-73.91652 40.76202)
New York Community Bank,1608 Kings Highway,Homecrest,11229,Kings,POINT (-73.95718 40.60925)
New York Community Bank,93 22 Jamaica Avenue,Woodhaven,11421,Queens,POINT (-73.84681 40.69496)
New York Community Bank,196-21 Northern Boulevard,Flushing,11358,Queens,POINT (-73.78481 40.75789)
New York Community Bank,106-19 Continental Avenue,Forest Hills,11375,Queens,POINT (-73.84513 40.71961)
New York Community Bank,104-08 Rockaway Beach Boulevard,Rockaway Beach,11694,Queens,POINT (-73.82552 40.58344)
New York Community Bank,82 10 153rd Avenue,Howard Beach,11414,Queens,POINT (-73.85174 40.66612)
New York Community Bank,244 19 Braddock Avenue,Bellerose,11426,Queens,POINT (-73.72352 40.72508)
New York Community Bank,80 35 Jamaica Avenue,Woodhaven,11421,Queens,POINT (-73.84681 40.69496)
New York Community Bank,98-16 101st Avenue,Ozone Park,11416,Queens,POINT (-73.84274 40.6852)
New York Community Bank,38-07 Junction Boulevard,Corona,11368,Queens,POINT (-73.86955 40.74938)
New York Community Bank,478 5th Avenue,Brooklyn,11215,Kings,POINT (-73.98721 40.66808)
New York Community Bank,33-12 30th Avenue,Astoria,11103,Queens,POINT (-73.91935 40.76594)
New York Community Bank,720 Grand Boulevard,Deer Park,11729,Suffolk,POINT (-73.3147 40.75989)
New York Community Bank,7709 13th Avenue,Brooklyn,11228,Kings,POINT (-74.00885 40.61893)
New York Community Bank,404 Park Avenue South,New York,10016,New York,POINT (-73.98398 40.74352)
New York National Bank,1042 Westchester Avenue,Bronx,10459,Bronx,POINT (-73.89177 40.82474)
New York National Bank,2256 Second Avenue,New York,10029,New York,POINT (-73.93789 40.79683)
New York National Bank,4211 Broadway,New York,10033,New York,POINT (-73.93743 40.84864)
New York National Bank,369 East 149th Street,Bronx,10451,Bronx,POINT (-73.91883 40.81637)
Newbank,146-01 Northern Boulevard,Flushing,11354,New York,POINT (-73.82034 40.76533)
Niagara's Choice Federal Credit Union,3619 Packard Road,Niagara Falls,14303,Niagara,POINT (-79.01975 43.08894)
Niagara's Choice Federal Credit Union,3577 Niagara Falls Boulevard,North Tonawanda,14120,Niagara,POINT (-78.84701 43.06882)
Niagara's Choice Federal Credit Union,900 Main Street,Niagara Falls,14301,Niagara,POINT (-79.05458 43.09757)
Niagara's Choice Federal Credit Union,261 West Avenue,Lockport,14094,Niagara,POINT (-78.70494 43.16746)
Niagara's Choice Federal Credit Union,2131 Sawyer Drive,Wheatfield,14304,Niagara,POINT (-78.93554 43.09227)
North Country Federal Credit Union,2489 Route 11,Mooers,12958,Clinton,POINT (-73.58879 44.96025)
North Country Federal Credit Union,2488 Route 11,Mooers,12958,Clinton,POINT (-73.58747 44.96031)
"North Country Savings Bank, The",22-24 Phillips Street,Massena,13662,St. Lawrence,POINT (-74.89176 44.93231)
"North Country Savings Bank, The",401 Caroline Street,Ogdensburg,13669,St. Lawrence,POINT (-75.49061 44.69704)
"North Country Savings Bank, The",127 Main Street,Canton,13617,St. Lawrence,POINT (-75.16849 44.5957)
"North Country Savings Bank, The",31 Main Street,Potsdam,13676,St. Lawrence,POINT (-74.98419 44.66867)
North East Community Bank,72 West Eckerson Road,Spring Valley,10977,Rockland,POINT (-74.042 41.12784)
North East Community Bank,242 West 23rd Street,New York,10011,New York,POINT (-73.99723 40.74477)
North East Community Bank,1470 First Avenue,New York,10021,New York,POINT (-73.95386 40.77071)
North East Community Bank,590 East 187th Street,Bronx,10458,Bronx,POINT (-73.88772 40.85564)
Northern Federal Credit Union,10924 US Route 11,Adams,13605,Jefferson,POINT (-76.01962 43.82687)
Northern Federal Credit Union,5801 Number 4 Road,Lowville,13367,Lewis,POINT (-75.47395 43.78149)
Northern Federal Credit Union,1180 East Commerce Drive,Watertown,13601,Jefferson,POINT (-75.94018 43.97935)
Northern Federal Credit Union,120 Factory Street,Watertown,13601,Jefferson,POINT (-75.90705 43.9752)
Northern Federal Credit Union,88 Bridge Street,West Carthage,13619,Jefferson,POINT (-75.62193 43.96826)
Northern Federal Credit Union,26424 Johnson Road,Evans Mills,13637,Jefferson,POINT (-75.84118 44.04045)
Northfield Bank,1497 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.15959 40.61159)
Northfield Bank,6420 Amboy Road,Staten Island,10309,Richmond,POINT (-74.2167 40.5214)
Northfield Bank,519 Forest Avenue,Staten Island,10310,Richmond,POINT (-74.10708 40.63044)
Northfield Bank,8512 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.03084 40.624)
Northfield Bank,1123 Kings Highway,Brooklyn,11225,Kings,POINT (-73.96103 40.60766)
Northfield Bank,6410 18th Avenue,Brooklyn,11204,Kings,POINT (-73.98979 40.61952)
Northfield Bank,518 Brighton Beach Avenue,Brooklyn,11235,Kings,POINT (-73.96171 40.57756)
Northfield Bank,24 Hillel Place,Brooklyn,11210,Kings,POINT (-73.94832 40.63238)
Northfield Bank,1158 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.0815 40.59859)
Northfield Bank,247 Avenue U,Brooklyn,11223,Kings,POINT (-73.97514 40.59678)
Northfield Bank,283 Kings Highway,Brooklyn,11223,Kings,POINT (-73.98007 40.60516)
Northfield Bank,1501 86th Street,Brooklyn,11228,Kings,POINT (-74.00891 40.61142)
Northfield Bank,4602 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99046 40.63661)
Northfield Bank,355 Bard Avenue,Staten Island,10310,Richmond,POINT (-74.10642 40.63579)
Northfield Bank,3227 Richmond Avenue,Staten Island,10312,Richmond,POINT (-74.16948 40.56032)
Northfield Bank,4355 Amboy Road,Staten Island,10312,Richmond,POINT (-74.16038 40.54544)
Northfield Bank,1731 Victory Boulevard,Staten Island,10314,Richmond,POINT (-74.12099 40.6132)
Northfield Bank,385 Bay Street,Staten Island,10301,Richmond,POINT (-74.07512 40.63269)
Northfield Bank,5775 Amboy Road,Staten Island,10309,Richmond,POINT (-74.20104 40.52723)
Northfield Bank,2706 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.11388 40.56628)
Northfield Bank,1481 Forest Avenue,Staten Island,10302,Richmond,POINT (-74.13779 40.62453)
Northwest Savings Bank,4434 Transit Road,Clarence,14221,Erie,POINT (-78.69602 42.96784)
Northwest Savings Bank,3105 Niagara Falls Boulevard,Amherst,14228,Erie,POINT (-78.82313 43.03866)
Northwest Savings Bank,1035 Payne Avenue,North Tonawanda,14120,Niagara,POINT (-78.87749 43.05147)
Northwest Savings Bank,805 Main Street,Niagara Falls,14301,Niagara,POINT (-79.05456 43.0967)
Northwest Savings Bank,Pine & 10th Street,Niagara Falls,14301,Niagara,POINT (-79.05054 43.0947)
Northwest Savings Bank,1441 Monroe Avenue,Rochester,14618,Monroe,POINT (-77.57383 43.1342)
Northwest Savings Bank,275  Meadow Drive,North Tonawanda,14120,Niagara,POINT (-78.87622 43.05202)
Northwest Savings Bank,2113 Chili Avenue,Rochester,14624,Monroe,POINT (-77.68982 43.12986)
Northwest Savings Bank,860 Long Pond Road,Rochester,14612,Monroe,POINT (-77.69599 43.23972)
Northwest Savings Bank,475 Plank Road,Webster,14580,Monroe,POINT (-77.50733 43.18227)
Northwest Savings Bank,6409 Transit Road,East Amherst,14051,Erie,POINT (-78.69628 43.02263)
Northwest Savings Bank,5751 South Park Avenue,Hamburg,14075,Erie,POINT (-78.82584 42.7401)
Northwest Savings Bank,3488 Amelia Drive,Orchard Park,14127,Erie,POINT (-78.78398 42.7898)
Northwest Savings Bank,55 East Avenue,Lockport,14094,Niagara,POINT (-78.68673 43.1719)
Northwest Savings Bank,14 Lafayette Square,Buffalo,14203,Erie,POINT (-78.87354 42.8859)
Northwest Savings Bank,1248 Abbott Road,Lackawanna,14218,Erie,POINT (-78.80537 42.83074)
Northwest Savings Bank,2300 Grand Island Boulevard,Grand Island,14072,Erie,POINT (-78.96611 43.02452)
Northwest Savings Bank,1690 Sheridan Drive,Kenmore,14223,Erie,POINT (-78.87164 42.98121)
Northwest Savings Bank,500 Center Street,Lewiston,14092,Niagara,POINT (-79.04079 43.17311)
Northwest Savings Bank,311 East Fairmount Avenue,Lakewood,14750,Chautauqua,POINT (-79.30342 42.099)
Northwest Savings Bank,2513 West State Street,Olean,14760,Cattaraugus,POINT (-78.45901 42.07707)
